task_id,num_calls,call_bucket,dependency_depth,motif_type,output_type,answer_type,num_references,fan_in,fan_out,reference_reuse,difficulty_score,tool_sequence
e74da2b0-ed5d-4a47-9011-3aa9357f21db,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,add->add->add->subtract
44ed2df4-0f98-4839-b8ab-c0aa5c03e8b2,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,add->subtract->add
2b820d2a-4e43-433b-939c-69e6e8719c57,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,add->power->multiply->subtract
55754e10-54f7-4798-8c97-c3db54fbb9b1,5,5-8,3,long_chain,scalar,scalar,4,1,0,0,0.525,multiply->multiply->multiply->add->subtract
f50c216d-76ee-4609-8fd7-5e6efeb01927,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,multiply->subtract->subtract->add->divide
0ab5c7ba-2c53-4207-af42-6c1ce32aac9b,9,9+,7,long_chain,scalar,scalar,8,1,0,0,0.7172,divide->add->multiply->divide->add->multiply->divide->subtract->multiply
de437463-bbfe-4f72-8150-448d6469ba43,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,calculate_elastic_modulus->round_to_value
4156224c-b760-4b07-9ab2-2835fff4d77d,7,5-8,4,long_chain,scalar,scalar,6,1,0,0,0.6243,multiply->multiply->multiply->multiply->multiply->multiply->divide
c5877c48-14f3-4ca5-a211-18e00054e484,7,5-8,4,long_chain,scalar,scalar,6,1,0,0,0.5743,add->divide->multiply->subtract->divide->divide->subtract
2d889f67-4268-4127-8af8-7412e813208d,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5883,inverse->inverse->inverse->add->add->inverse
bb1b666b-9820-472a-87ab-7c03411de17b,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,divide->multiply->add
3f65525e-d400-455f-b5b1-5139d3264086,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,subtract->multiply->divide
ba2f29b4-2df5-448e-af7a-6ed3bf3a817a,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,multiply->add->divide
b174255f-9249-4dc5-a214-1bfed5112330,6,5-8,6,long_chain,scalar,scalar,5,0,0,0,0.5383,subtract->divide->multiply->multiply->divide->subtract
535072fe-c1ab-4eda-adbf-feeb2bf4d808,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,multiply->subtract->divide
48fdeea6-6a06-4a60-8b8f-b0e425761d1a,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->multiply
ecef87a4-23be-44fe-957f-3da0c460b4c1,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,math_sqrt->add_leading_zeros
07341e6a-f838-45df-b83e-1ed142ffa487,7,5-8,4,long_chain,scalar,scalar,6,1,0,0,0.5743,subtract->multiply->multiply->add->multiply->inverse->multiply
d156dd17-ea2e-45f8-bdae-e4f3a47015ed,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->multiply
406d0c79-b87a-4a04-885d-81ac834107e9,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,subtract->divide->multiply
a6e63d71-6a62-42d0-9084-741d3ab474ad,7,5-8,4,long_chain,scalar,scalar,6,1,0,0,0.5743,divide->multiply->multiply->divide->multiply->add->divide
b0bc0070-cb02-4d46-9cee-cb74c5cb4c91,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,elementwise_division->max_len_substring_same_char
31fda7c2-7b09-4f52-b439-86205698858a,5,5-8,5,long_chain,scalar,scalar,4,0,0,0,0.475,divide->add->multiply->add->divide
d4c761eb-50a5-40eb-802f-c27c23600ecb,5,5-8,3,long_chain,scalar,scalar,4,1,0,0,0.475,add->divide->add->divide->multiply
ffc20e46-5975-4bc7-b0d5-23f712931223,5,5-8,3,long_chain,scalar,scalar,4,1,0,0,0.475,multiply->multiply->subtract->multiply->divide
45b5167f-c781-402e-a8b4-313578d97b76,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,multiply->subtract->add->divide
5f434520-5eb5-48f1-a5ba-e4b51c400976,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,extract_digits_from_string->replace_non_printable_characters
4c733cb3-3e30-46f4-9570-225aabee657f,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,multiply->multiply->divide
1b41306e-1f29-4d59-99e5-f72b47afb112,7,5-8,5,long_chain,scalar,scalar,6,1,0,0,0.5993,divide->add->divide->subtract->multiply->subtract->multiply
dcd68513-2c4f-4b12-9e4b-ce6266dccf8d,8,5-8,5,long_chain,scalar,scalar,7,1,0,0,0.6338,add->add->divide->add->add->subtract->divide->multiply
f28ffb2e-0c89-4b9b-88dd-88d6e3db3b05,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5383,subtract->add->multiply->subtract->multiply->subtract
8f47c4b6-3257-4fdf-a9aa-e327631aa564,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,to_integer_list->count_elements_in_object
000b6bed-2a29-4199-a359-0e107922a1ff,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,add->add->divide
5bbe0356-c4f3-40f1-ba56-bbf37156213a,3,3,2,independent_calls,scalar,scalar,1,0,0,0,0.2233,get_sum_of_squares_of_evens->count_distinct_integers->factorial_bitwise
e1c636cb-685c-4013-8f5b-0990dfaa23ee,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,add->divide->multiply
ce16cd43-3947-45b1-8dca-3946b69719e7,17,9+,5,long_chain,scalar,scalar,16,1,0,0,0.8603,multiply->add->multiply->add->multiply->multiply->add->multiply->add->gcd->multiply->add->multiply->add->gcd->multiply->divide
448ed990-a316-46e4-8ecf-dd91f1ffe955,5,5-8,3,long_chain,scalar,scalar,4,1,0,0,0.525,add->add->multiply->multiply->subtract
d2f60c36-a1dd-449c-820f-7ef26e8db0ce,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,multiply->divide->divide->add
04bd68f8-3e77-4cda-b43f-c42616d95d33,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,subtract->subtract->divide
1d7544df-ed8c-43e9-abb0-f7bc6228e485,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,multiply->divide->multiply->multiply
020f129c-336e-41a2-97a2-5f2dc6ddd3f4,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,divide->divide->divide->multiply
06da593d-833c-457a-a042-343e08425e0c,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,multiply->divide
2d8f19d8-ad3c-4616-87f7-32ea3d1a42f2,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,get_simplified_fraction->combine_characters
e2d15e8e-2f65-4928-aa14-85edc07ff784,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,multiply->divide
f39b094a-54f6-4915-8ede-44b3515fcceb,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,subtract->multiply->add->divide
3f8be461-f9fe-46b6-91b7-69d977c2dab5,4,4,4,linear_dependency,scalar,scalar,3,0,0,0,0.4075,multiply->multiply->divide->divide
6d15e4f0-bd08-46af-890f-a0d654e9e59e,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,generate_power_of_two_list->exclude_product
82d9ce55-dd6f-42a3-ab17-a19011863dce,4,4,4,linear_dependency,scalar,scalar,3,0,0,0,0.4075,divide->multiply->multiply->subtract
a845fa23-f94d-436b-b550-86cb6f3da886,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,add->subtract->subtract
fa57c28a-e9d8-44fb-a358-a9404a557d5b,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,get_url_content->count_the_word
602de5a8-0653-4427-bcc5-3fe582cd714e,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,multiply->divide
6e46d58b-4319-430e-b6ca-72689e56a189,10,9+,5,long_chain,scalar,scalar,9,1,0,0,0.8,multiply->multiply->add->divide->multiply->multiply->multiply->add->divide->multiply
350b17ae-24ee-44bf-ba33-0fe539967c38,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,subtract->divide->multiply
f2b677d4-4070-4676-a766-1a40f43bedeb,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,divide->add->divide
0cea3214-8bbb-443a-943e-de9038f8b5f9,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,repeat_str->convert_to_opposite_case
b2930682-44d7-4323-8916-134e74ba31fb,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,to_integer_list->concatenate_to_string
f4d8b4ba-bee6-4c42-8b31-105d711e4a7f,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,find_smallest->find_closest_root
a44d9cb8-f686-46c1-bfed-b929b87defcb,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,subtract->divide
7804b535-d21a-4ebe-a354-7f41f824cd6a,11,9+,6,long_chain,scalar,scalar,10,1,0,0,0.7273,divide->add->divide->add->divide->divide->add->divide->subtract->divide->divide
8eb2bfe1-15e6-44d1-b542-b0885cc49a42,7,5-8,4,long_chain,scalar,scalar,6,1,0,0,0.5743,multiply->multiply->divide->multiply->multiply->divide->multiply
578b8277-919e-481b-8222-51205e8202c0,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,flatten_nested_list->sum_or_average
b9f83392-72a9-4aa7-9ebb-98f5c3ea5620,9,9+,5,long_chain,scalar,scalar,8,1,0,0,0.7172,subtract->subtract->multiply->multiply->add->subtract->add->multiply->add
3aaa2cdc-81ad-454c-886c-8fb9438daa49,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,add->divide
0a31a4fd-fc27-4339-80b7-9a07e32f60d0,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,subtract->multiply->add
30af9f02-7490-4c7f-be99-e2f99fc57f62,22,9+,6,long_chain,scalar,scalar,21,1,0,0,0.8886,factorial->subtract->factorial->factorial->multiply->divide->factorial->subtract->factorial->factorial->multiply->divide->add->add->factorial->add->subtract->factorial->factorial->multiply->divide->divide
1687e9c2-fcd0-43f9-9cd4-ffbcdb497c48,6,5-8,5,long_chain,scalar,scalar,5,1,0,0,0.5633,add->add->multiply->divide->subtract->subtract
a4638ff2-f88d-4791-9577-0ae12ddd098c,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->subtract
527e54a6-fd36-4274-b93c-a57e88c04eb6,5,5-8,3,long_chain,scalar,scalar,4,1,0,0,0.525,multiply->multiply->add->multiply->subtract
d849393c-70e8-47af-bd5c-0fc714ab655d,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,random_number->calculate_fuel_consumption
69e11fb4-5d0f-445b-8242-8f1c4587dd91,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,text_file_to_string->add_paddings
887b6d7e-5fb5-4523-9b28-f7ab29cf7636,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,subtract->divide->divide->multiply->multiply
c2ac5591-c392-4be6-b394-77dea8c8c16f,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,multiply->divide->multiply
f09b536e-258e-4178-bfe9-df0703054b16,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,subtract->add->divide
6a069715-af16-4353-b530-2c68b1045702,8,5-8,7,long_chain,scalar,scalar,7,1,0,0,0.6838,multiply->subtract->multiply->divide->divide->multiply->divide->add
82e82d17-1e64-4874-8005-67f32b410866,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,convert_nanosecond_to_microsecond->duration_to_string
d14c6e83-c406-4556-9d7d-e5e45eacacfd,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5383,divide->multiply->divide->multiply->add->subtract
333ae580-8cb9-42b0-af5a-eb2db01a9998,6,5-8,3,long_chain,scalar,scalar,5,1,0,0,0.5633,divide->add->divide->divide->multiply->divide
7f651bd9-4bf0-42ee-9102-106f475f86ed,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,multiply->add->divide
6a42f278-ce39-4b47-ae02-60f80782c2c6,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,subtract->subtract->divide->add->multiply
24288ec0-758f-48d2-8e76-ce42e70cbf8d,3,3,2,independent_calls,string,string,1,0,0,0,0.2233,bitwise_lowest_set_bit_retrieval->sum_consecutive_integers->dict_to_string_literal
9084de0a-6c60-4f3c-878c-d983270e1e36,4,4,4,linear_dependency,scalar,scalar,3,0,0,0,0.4075,divide->add->power->divide
a576f58b-44b2-498e-b7d9-32bdbb48dd6c,6,5-8,6,long_chain,scalar,scalar,5,0,0,0,0.5383,add->multiply->subtract->subtract->add->divide
9f63d6d5-7d1d-4852-8123-d3cd2e25da0e,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,subtract->divide->multiply
df9c2ac0-1aeb-442b-b27c-e42d9de2e7ea,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,divide->divide->multiply
4181facd-49ba-4f9d-8ced-f01adcdd8782,8,5-8,7,long_chain,scalar,scalar,7,1,0,0,0.6838,multiply->divide->add->divide->multiply->subtract->subtract->divide
cd96c9ad-13d1-4596-b577-a295e45ba976,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,get_modulus_sequence->format_list_of_ints
b3e268c9-2465-41d5-ba04-adfe860d791f,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,divide->divide->divide->add->inverse
299e5921-c5e5-4624-9a6d-e0b5d698efe3,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->multiply
48e8440a-804d-425b-b8b9-0699d4b85788,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,cube_edge_by_volume->surface_cube
9ece0a77-b13d-4410-8781-908e602fc7ce,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,multiply->divide
836068a1-293e-4e7e-a93c-280e57593395,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,volume_cylinder->circle_area->divide
d448887d-7cc2-4ae2-90d4-a5b97f5dddc9,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,validate_and_sum->sqrt
5b0305d9-ae91-4986-8649-eb4253728f54,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,count_common_elements->custom_round
1ddeac74-83ee-4119-9100-83133001b0f5,5,5-8,5,long_chain,scalar,scalar,4,0,0,0,0.475,multiply->divide->multiply->divide->subtract
68bb325d-be6c-4a56-a70b-be023b8f068b,8,5-8,5,long_chain,scalar,scalar,7,1,0,0,0.6837,divide->multiply->subtract->divide->divide->add->divide->subtract
767452b7-f09a-4ccc-ab2d-674c207f7a5e,13,9+,6,long_chain,scalar,scalar,12,1,0,0,0.8808,multiply->subtract->divide->subtract->divide->subtract->divide->multiply->subtract->divide->multiply->subtract->divide
db2a9924-0de1-44df-8d7d-9176b821122f,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,multiply->multiply->divide
c9272332-07ac-4174-8ec7-310df3765ff3,7,5-8,5,long_chain,scalar,scalar,6,1,0,0,0.5993,divide->add->divide->add->subtract->multiply->divide
13ccade6-a862-4e14-aab5-f3e0baca0a5e,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,convert_to_HHMMSS->convert_string_to_charmap
2c098c15-d9f0-4e9b-8354-0cfa5d624e8e,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,sort_strings_by_number->format_html_link
2db60511-6287-4694-b591-6f5c115b250f,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,subtract->multiply
e6a8c49d-577f-4a1e-a2d0-96ec051f83ac,3,3,2,independent_calls,list,list,1,0,0,0,0.4733,generate_subsets->sanitize->add_1
76446ae7-0565-4df5-bff6-bddcaf386d0f,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,multiply->divide->multiply
f3b896fd-1e1a-418d-9030-c54cde5f4574,4,4,4,linear_dependency,scalar,scalar,3,0,0,0,0.4075,add->add->divide->multiply
a52b67c0-261b-4997-8d20-426b98b75dfd,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,add->add->divide
778944d1-9bb5-4f8a-a2a6-d119f50e456f,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,divide->multiply->subtract
9d85947a-a56d-4cdd-9c4a-d06cba9dad61,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,add->add->subtract
8a0551a3-2753-402e-abab-b7e9ae86b455,2,2,2,linear_dependency,boolean,boolean,1,0,0,0,0.235,to_pascal_case->string_equals
d64fbbb1-1d67-41b9-b54d-9790a3b0bd5d,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5383,add->add->multiply->add->add->subtract
acdd32d7-f477-4543-99b3-3604fe7b47c6,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,multiply->divide
dc009c32-925d-40ae-a4af-eea8ebf28cb2,4,4,4,linear_dependency,scalar,scalar,3,0,0,0,0.4075,lcm->lcm->lcm->subtract
5c56f137-f08f-405d-845a-717f69f31292,3,3,3,linear_dependency,list,list,2,0,0,0,0.5817,flatten_extend->list_to_string_list->in_place_sort
851c9620-a583-4e05-9f85-f61917a18a93,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,multiply->add->divide->divide->multiply
3cf3dbc8-516f-4a4b-b6f0-fe69ca806725,6,5-8,5,long_chain,scalar,scalar,5,1,0,0,0.5633,divide->divide->add->subtract->inverse->multiply
3bc0d62a-6d34-4a9a-afd7-039a4ffeb3fb,5,5-8,3,long_chain,scalar,scalar,4,1,0,0,0.525,multiply->add->subtract->subtract->divide
e2bfe8dc-ca77-4c93-8759-4c0f343f8f71,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,count_consecutive_zeros->shape_area
4823f429-5401-41a3-ad61-259f7a85a7a1,6,5-8,6,long_chain,scalar,scalar,5,0,0,0,0.5383,add->add->add->add->divide->multiply
e840d623-72b9-4d5b-a77e-968604fad0a9,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,generate_array_type->get_type_string
9594dbf5-23d3-47ec-a07d-1c2ddafdb0a0,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,divide->subtract->subtract
e3146382-ad8d-4d85-82e1-f08127121657,3,3,2,fan_in,scalar,scalar,2,1,0,0,0.3567,multiply->add->add
e089d36f-ab1f-48e9-b547-c525f2e5f214,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,filter_array_elements->create_tuple_list->count_ngrams
fc6100d1-accb-423a-a8c0-4f4a14ea3cd5,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,divide->divide->subtract->multiply->divide
5f553c92-d30b-44fc-9de0-34908fe55937,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,generate_chromosome->filter_array_elements
623b1c5a-4ee6-4845-9f6f-d41129369bcc,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,divide->divide->add->divide->multiply
453e02e3-d928-41c4-b059-9b6aee990044,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,subtract->multiply->add
504e3a02-c0df-4e39-9cf5-ee7ec9c80eb6,9,9+,5,long_chain,scalar,scalar,8,1,0,0,0.7672,multiply->add->divide->multiply->add->divide->multiply->divide->subtract
61477e8d-b6e8-4157-919d-2efa6d39c1ae,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,divide->multiply
2e76a708-23a4-4091-bbd5-1ac893b3f389,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,add->divide->multiply->add->multiply
79548961-64d6-432c-aac2-5846fd124032,5,5-8,4,long_chain,scalar,scalar,4,1,0,0,0.5,divide->multiply->divide->add->divide
fb9b11a9-ad10-43f4-932d-070b39d9d3c4,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,reduce_whitespace->split_string_by_delimiter
51a5caa9-0e61-4c8a-b7b0-b7f38397b8e7,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,subtract->divide
78fc0f37-6fe2-4a11-be7a-e2934d733c9c,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,add->add->add
5fe54ca6-24eb-4961-a849-bf714666a36c,5,5-8,5,long_chain,scalar,scalar,4,0,0,0,0.475,add->multiply->divide->multiply->divide
e66fce41-6850-45a8-9db4-5cdf7fc5d81c,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,ascii_to_integer_list->largest_contiguous_subarray_sum
c5f39bd0-95b9-4db8-b487-739ff47c120c,4,4,4,linear_dependency,scalar,scalar,3,0,0,0,0.4075,subtract->divide->divide->multiply
18a89fff-c2bf-4022-948c-f41fc1ec4f51,5,5-8,5,long_chain,scalar,scalar,4,0,0,0,0.475,divide->add->divide->add->divide
152ba32e-de73-44e6-acaa-0dc2a21a3a79,6,5-8,4,long_chain,scalar,scalar,5,1,0,0,0.5383,divide->subtract->divide->add->multiply->multiply
f61a997c-11ce-404c-a825-b25b933887eb,2,2,2,linear_dependency,boolean,boolean,1,0,0,0,0.235,integer_square_root->within_tolerance
a7688b81-3977-4139-958f-dde7f2ad50ce,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,merge_recursive->wrap_text_with_tag
54668139-318f-499c-af6b-9992ce1423e0,2,2,2,linear_dependency,list,list,1,0,0,0,0.485,extract_usernames->remove_duplicates_using_dictionary
100cb8c9-03ec-428f-ad0c-75e2fc296aaa,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,divide->multiply->multiply
94f60099-d297-4290-9628-565a3614bcd6,3,3,3,linear_dependency,scalar,scalar,2,0,0,0,0.3317,subtract->divide->add
62110db0-54fa-4605-bf3c-79280daad658,10,9+,5,long_chain,scalar,scalar,9,1,0,0,0.75,divide->subtract->divide->multiply->multiply->divide->multiply->subtract->divide->multiply
c8266f26-e536-4db5-b0d6-382bfd0a91d3,7,5-8,5,long_chain,scalar,scalar,6,1,0,0,0.6493,divide->subtract->divide->divide->divide->divide->divide
5091e71b-4f53-494c-b3b3-69be1dc6dfbf,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,find_value_in_nested_dictionary->generate_uuid_from_string
f667a28d-2be7-41fc-94ed-118e8381a2c3,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,add->add->add->divide
0d77d7ab-46ff-419f-882f-a34511651f6a,2,2,2,linear_dependency,string,string,1,0,0,0,0.235,find_substrings->concatenate_with_commas
93d702d6-5124-4500-a02f-78d32c9c26c4,2,2,2,linear_dependency,scalar,scalar,1,0,0,0,0.235,multiply->multiply
10751bf6-8b21-4420-888f-c161a5b66a07,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,divide->divide->inverse->multiply
183ec111-273c-4830-8d98-e0acc098d2a9,4,4,3,fan_in,scalar,scalar,3,1,0,0,0.4325,multiply->divide->multiply->subtract
