arm,task_id,task_idx,epoch,n_rollouts,complete_8,duplicate_task_in_log,missing_rollout_indices
A0_R0_CURRENT,agentic_v5_stage3_000305,60,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000075,61,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000022,62,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000327,63,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000093,64,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000109,65,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000222,66,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000001,67,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000269,68,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000360,69,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000227,70,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000304,71,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000272,72,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000111,73,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000024,74,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000286,75,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000171,76,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000052,77,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000051,78,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000054,79,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000015,80,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000203,81,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000307,82,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000072,83,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000070,84,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000155,85,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000381,86,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000397,87,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000223,88,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000406,89,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000056,90,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000017,91,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000215,92,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000291,93,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000184,94,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000249,95,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000440,96,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000234,97,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000098,98,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000229,99,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000318,100,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000007,101,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000192,102,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000089,103,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000321,104,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000251,105,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000320,106,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000006,107,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000411,108,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000216,109,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000209,110,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000077,111,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000268,112,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000242,113,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000282,114,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000303,115,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000018,116,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000403,117,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000423,118,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000328,119,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000021,120,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000263,121,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000164,122,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000102,123,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000121,124,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000103,125,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000163,126,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000398,127,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000294,128,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000379,129,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000193,130,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000134,131,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000409,132,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000311,133,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000041,134,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000315,135,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000040,136,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000445,137,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000336,138,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000086,139,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000073,140,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000225,141,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000009,142,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000081,143,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000181,144,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000449,145,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000373,146,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000354,147,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000055,148,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000144,149,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000458,150,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000057,151,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000300,152,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000028,153,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000110,154,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000383,155,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000200,156,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000426,157,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000429,158,0,8,True,False,
A0_R0_CURRENT,agentic_v5_stage3_000257,159,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000259,0,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000406,1,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000354,2,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000200,3,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000315,4,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000403,5,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000018,6,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000183,7,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000070,8,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000108,9,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000102,10,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000432,11,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000215,12,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000161,13,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000055,14,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000081,15,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000303,16,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000242,17,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000098,18,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000227,19,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000080,20,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000237,21,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000233,22,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000270,23,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000206,24,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000031,25,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000398,26,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000309,27,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000155,28,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000261,29,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000164,30,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000051,31,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000053,32,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000302,33,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000184,34,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000286,35,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000328,36,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000134,37,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000262,38,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000412,39,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000110,40,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000232,41,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000324,42,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000072,43,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000126,44,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000266,45,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000257,46,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000029,47,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000263,48,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000250,49,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000381,50,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000456,51,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000074,52,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000340,53,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000360,54,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000298,55,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000339,56,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000429,57,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000320,58,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000300,59,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000073,60,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000109,61,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000103,62,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000251,63,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000362,64,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000041,65,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000426,66,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000186,67,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000022,68,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000040,69,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000057,70,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000028,71,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000402,72,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000192,73,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000017,74,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000089,75,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000304,76,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000255,77,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000291,78,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000423,79,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000336,80,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000428,81,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000341,82,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000440,83,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000311,84,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000322,85,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000111,86,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000223,87,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000458,88,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000114,89,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000166,90,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000282,91,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000269,92,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000327,93,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000294,94,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000171,95,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000052,96,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000086,97,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000234,98,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000230,99,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000313,100,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000216,101,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000449,102,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000379,103,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000001,104,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000225,105,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000272,106,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000043,107,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000222,108,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000021,109,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000321,110,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000409,111,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000307,112,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000375,113,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000054,114,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000297,115,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000397,116,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000158,117,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000326,118,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000373,119,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000299,120,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000009,121,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000039,122,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000075,123,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000411,124,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000007,125,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000203,126,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000128,127,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000121,128,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000467,129,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000229,130,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000401,131,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000093,132,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000144,133,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000209,134,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000244,135,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000138,136,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000392,137,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000006,138,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000153,139,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000140,140,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000279,141,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000445,142,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000024,143,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000015,144,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000163,145,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000249,146,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000383,147,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000305,148,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000433,149,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000077,150,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000318,151,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000094,152,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000193,153,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000056,154,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000314,155,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000181,156,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000146,157,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000268,158,0,8,True,False,
A1_OUTCOME_ONLY,agentic_v5_stage3_000226,159,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000279,0,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000015,1,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000108,2,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000403,3,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000055,4,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000074,5,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000138,6,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000229,7,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000121,8,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000111,9,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000114,10,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000225,11,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000270,12,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000327,13,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000193,14,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000286,15,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000223,16,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000072,17,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000401,18,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000001,19,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000155,20,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000053,21,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000080,22,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000262,23,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000402,24,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000250,25,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000057,26,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000051,27,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000294,28,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000007,29,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000230,30,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000445,31,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000291,32,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000192,33,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000326,34,0,8,True,False,
A2_R3_OUTCOME_FIRST,agentic_v5_stage3_000017,35,0,8,True,False,
