arm,layer,norm
A0_R0_CURRENT,base_model.model.model.layers.10.self_attn.o_proj.lora_A.weight,2.309643507003784
A0_R0_CURRENT,base_model.model.model.layers.10.self_attn.o_proj.lora_B.weight,0.0007463089423254132
A0_R0_CURRENT,base_model.model.model.layers.10.self_attn.q_proj.lora_A.weight,2.310222864151001
A0_R0_CURRENT,base_model.model.model.layers.10.self_attn.q_proj.lora_B.weight,0.0009064898476935923
A0_R0_CURRENT,base_model.model.model.layers.10.self_attn.v_proj.lora_A.weight,2.30804705619812
A0_R0_CURRENT,base_model.model.model.layers.10.self_attn.v_proj.lora_B.weight,0.0004981054225936532
A0_R0_CURRENT,base_model.model.model.layers.11.mlp.down_proj.lora_A.weight,2.3076040744781494
A0_R0_CURRENT,base_model.model.model.layers.11.mlp.down_proj.lora_B.weight,0.0007776999846100807
A0_R0_CURRENT,base_model.model.model.layers.11.mlp.gate_proj.lora_A.weight,2.3076164722442627
A0_R0_CURRENT,base_model.model.model.layers.11.mlp.gate_proj.lora_B.weight,0.001459731487557292
A0_R0_CURRENT,base_model.model.model.layers.11.mlp.up_proj.lora_A.weight,2.306302309036255
A0_R0_CURRENT,base_model.model.model.layers.11.mlp.up_proj.lora_B.weight,0.001467970316298306
A0_R0_CURRENT,base_model.model.model.layers.11.self_attn.k_proj.lora_A.weight,2.310955047607422
A0_R0_CURRENT,base_model.model.model.layers.11.self_attn.k_proj.lora_B.weight,0.0004525254189502448
A0_R0_CURRENT,base_model.model.model.layers.11.self_attn.o_proj.lora_A.weight,2.308546543121338
A0_R0_CURRENT,base_model.model.model.layers.11.self_attn.o_proj.lora_B.weight,0.0007808379014022648
A0_R0_CURRENT,base_model.model.model.layers.11.self_attn.q_proj.lora_A.weight,2.3198912143707275
A0_R0_CURRENT,base_model.model.model.layers.11.self_attn.q_proj.lora_B.weight,0.0008734160219319165
A0_R0_CURRENT,base_model.model.model.layers.11.self_attn.v_proj.lora_A.weight,2.3052120208740234
A0_R0_CURRENT,base_model.model.model.layers.11.self_attn.v_proj.lora_B.weight,0.00048318447079509497
A0_R0_CURRENT,base_model.model.model.layers.12.mlp.down_proj.lora_A.weight,2.3072948455810547
A0_R0_CURRENT,base_model.model.model.layers.12.mlp.down_proj.lora_B.weight,0.0007856407901272178
A0_R0_CURRENT,base_model.model.model.layers.12.mlp.gate_proj.lora_A.weight,2.313471794128418
A0_R0_CURRENT,base_model.model.model.layers.12.mlp.gate_proj.lora_B.weight,0.0014711121330037713
A0_R0_CURRENT,base_model.model.model.layers.12.mlp.up_proj.lora_A.weight,2.317624092102051
A0_R0_CURRENT,base_model.model.model.layers.12.mlp.up_proj.lora_B.weight,0.0015801936388015747
A0_R0_CURRENT,base_model.model.model.layers.12.self_attn.k_proj.lora_A.weight,2.302649736404419
A0_R0_CURRENT,base_model.model.model.layers.12.self_attn.k_proj.lora_B.weight,0.00046349491458386183
A0_R0_CURRENT,base_model.model.model.layers.12.self_attn.o_proj.lora_A.weight,2.2999942302703857
A0_R0_CURRENT,base_model.model.model.layers.12.self_attn.o_proj.lora_B.weight,0.0007939983624964952
A0_R0_CURRENT,base_model.model.model.layers.12.self_attn.q_proj.lora_A.weight,2.3009579181671143
A0_R0_CURRENT,base_model.model.model.layers.12.self_attn.q_proj.lora_B.weight,0.0008983936277218163
A0_R0_CURRENT,base_model.model.model.layers.12.self_attn.v_proj.lora_A.weight,2.309921979904175
A0_R0_CURRENT,base_model.model.model.layers.12.self_attn.v_proj.lora_B.weight,0.0004979761433787644
A0_R0_CURRENT,base_model.model.model.layers.13.mlp.down_proj.lora_A.weight,2.3122568130493164
A0_R0_CURRENT,base_model.model.model.layers.13.mlp.down_proj.lora_B.weight,0.000802626134827733
A0_R0_CURRENT,base_model.model.model.layers.13.mlp.gate_proj.lora_A.weight,2.3062374591827393
A0_R0_CURRENT,base_model.model.model.layers.13.mlp.gate_proj.lora_B.weight,0.0014957340899854898
A0_R0_CURRENT,base_model.model.model.layers.13.mlp.up_proj.lora_A.weight,2.3158998489379883
A0_R0_CURRENT,base_model.model.model.layers.13.mlp.up_proj.lora_B.weight,0.001537944539450109
A0_R0_CURRENT,base_model.model.model.layers.13.self_attn.k_proj.lora_A.weight,2.3099758625030518
A0_R0_CURRENT,base_model.model.model.layers.13.self_attn.k_proj.lora_B.weight,0.0004686855827458203
A0_R0_CURRENT,base_model.model.model.layers.13.self_attn.o_proj.lora_A.weight,2.3056321144104004
A0_R0_CURRENT,base_model.model.model.layers.13.self_attn.o_proj.lora_B.weight,0.0007986824493855238
A0_R0_CURRENT,base_model.model.model.layers.13.self_attn.q_proj.lora_A.weight,2.3043053150177
A0_R0_CURRENT,base_model.model.model.layers.13.self_attn.q_proj.lora_B.weight,0.000976443407125771
A0_R0_CURRENT,base_model.model.model.layers.13.self_attn.v_proj.lora_A.weight,2.308823823928833
A0_R0_CURRENT,base_model.model.model.layers.13.self_attn.v_proj.lora_B.weight,0.0005238284356892109
A0_R0_CURRENT,base_model.model.model.layers.14.mlp.down_proj.lora_A.weight,2.3096041679382324
A0_R0_CURRENT,base_model.model.model.layers.14.mlp.down_proj.lora_B.weight,0.0008262281771749258
A0_R0_CURRENT,base_model.model.model.layers.14.mlp.gate_proj.lora_A.weight,2.3057987689971924
A0_R0_CURRENT,base_model.model.model.layers.14.mlp.gate_proj.lora_B.weight,0.0015252783196046948
A0_R0_CURRENT,base_model.model.model.layers.14.mlp.up_proj.lora_A.weight,2.309762954711914
A0_R0_CURRENT,base_model.model.model.layers.14.mlp.up_proj.lora_B.weight,0.0015443935990333557
A0_R0_CURRENT,base_model.model.model.layers.14.self_attn.k_proj.lora_A.weight,2.3020856380462646
A0_R0_CURRENT,base_model.model.model.layers.14.self_attn.k_proj.lora_B.weight,0.0004931683070026338
A0_R0_CURRENT,base_model.model.model.layers.14.self_attn.o_proj.lora_A.weight,2.3188509941101074
A0_R0_CURRENT,base_model.model.model.layers.14.self_attn.o_proj.lora_B.weight,0.0008137585246004164
A0_R0_CURRENT,base_model.model.model.layers.14.self_attn.q_proj.lora_A.weight,2.3113348484039307
A0_R0_CURRENT,base_model.model.model.layers.14.self_attn.q_proj.lora_B.weight,0.000983137870207429
A0_R0_CURRENT,base_model.model.model.layers.14.self_attn.v_proj.lora_A.weight,2.316575527191162
A0_R0_CURRENT,base_model.model.model.layers.14.self_attn.v_proj.lora_B.weight,0.0005176267586648464
A0_R0_CURRENT,base_model.model.model.layers.15.mlp.down_proj.lora_A.weight,2.310575485229492
A0_R0_CURRENT,base_model.model.model.layers.15.mlp.down_proj.lora_B.weight,0.0008063415880315006
A0_R0_CURRENT,base_model.model.model.layers.15.mlp.gate_proj.lora_A.weight,2.309497117996216
A0_R0_CURRENT,base_model.model.model.layers.15.mlp.gate_proj.lora_B.weight,0.0015226901741698384
A0_R0_CURRENT,base_model.model.model.layers.15.mlp.up_proj.lora_A.weight,2.307842493057251
A0_R0_CURRENT,base_model.model.model.layers.15.mlp.up_proj.lora_B.weight,0.0015420234994962811
A0_R0_CURRENT,base_model.model.model.layers.15.self_attn.k_proj.lora_A.weight,2.304691791534424
A0_R0_CURRENT,base_model.model.model.layers.15.self_attn.k_proj.lora_B.weight,0.0004982845275662839
A0_R0_CURRENT,base_model.model.model.layers.15.self_attn.o_proj.lora_A.weight,2.3116633892059326
A0_R0_CURRENT,base_model.model.model.layers.15.self_attn.o_proj.lora_B.weight,0.0008307283860631287
A0_R0_CURRENT,base_model.model.model.layers.15.self_attn.q_proj.lora_A.weight,2.311282157897949
A0_R0_CURRENT,base_model.model.model.layers.15.self_attn.q_proj.lora_B.weight,0.0009932777611538768
A0_R0_CURRENT,base_model.model.model.layers.15.self_attn.v_proj.lora_A.weight,2.3038454055786133
A0_R0_CURRENT,base_model.model.model.layers.15.self_attn.v_proj.lora_B.weight,0.0005372946616262197
A0_R0_CURRENT,base_model.model.model.layers.16.mlp.down_proj.lora_A.weight,2.3078322410583496
A0_R0_CURRENT,base_model.model.model.layers.16.mlp.down_proj.lora_B.weight,0.000837529543787241
A0_R0_CURRENT,base_model.model.model.layers.16.mlp.gate_proj.lora_A.weight,2.302700996398926
A0_R0_CURRENT,base_model.model.model.layers.16.mlp.gate_proj.lora_B.weight,0.0015342028345912695
A0_R0_CURRENT,base_model.model.model.layers.16.mlp.up_proj.lora_A.weight,2.3067216873168945
A0_R0_CURRENT,base_model.model.model.layers.16.mlp.up_proj.lora_B.weight,0.0016395979328081012
A0_R0_CURRENT,base_model.model.model.layers.16.self_attn.k_proj.lora_A.weight,2.306339740753174
A0_R0_CURRENT,base_model.model.model.layers.16.self_attn.k_proj.lora_B.weight,0.000483457202790305
A0_R0_CURRENT,base_model.model.model.layers.16.self_attn.o_proj.lora_A.weight,2.308924436569214
A0_R0_CURRENT,base_model.model.model.layers.16.self_attn.o_proj.lora_B.weight,0.0008389803697355092
A0_R0_CURRENT,base_model.model.model.layers.16.self_attn.q_proj.lora_A.weight,2.308114528656006
A0_R0_CURRENT,base_model.model.model.layers.16.self_attn.q_proj.lora_B.weight,0.0009570746915414929
A0_R0_CURRENT,base_model.model.model.layers.16.self_attn.v_proj.lora_A.weight,2.3049068450927734
A0_R0_CURRENT,base_model.model.model.layers.16.self_attn.v_proj.lora_B.weight,0.0005525577580556273
A0_R0_CURRENT,base_model.model.model.layers.17.mlp.down_proj.lora_A.weight,2.309380054473877
A0_R0_CURRENT,base_model.model.model.layers.17.mlp.down_proj.lora_B.weight,0.0008376473560929298
A0_R0_CURRENT,base_model.model.model.layers.17.mlp.gate_proj.lora_A.weight,2.3165760040283203
A0_R0_CURRENT,base_model.model.model.layers.17.mlp.gate_proj.lora_B.weight,0.0015754771884530783
A0_R0_CURRENT,base_model.model.model.layers.17.mlp.up_proj.lora_A.weight,2.314110279083252
A0_R0_CURRENT,base_model.model.model.layers.17.mlp.up_proj.lora_B.weight,0.0016384725458920002
A0_R0_CURRENT,base_model.model.model.layers.17.self_attn.k_proj.lora_A.weight,2.3067171573638916
A0_R0_CURRENT,base_model.model.model.layers.17.self_attn.k_proj.lora_B.weight,0.0004973903996869922
A0_R0_CURRENT,base_model.model.model.layers.17.self_attn.o_proj.lora_A.weight,2.313411235809326
A0_R0_CURRENT,base_model.model.model.layers.17.self_attn.o_proj.lora_B.weight,0.000871135329362005
A0_R0_CURRENT,base_model.model.model.layers.17.self_attn.q_proj.lora_A.weight,2.3126883506774902
A0_R0_CURRENT,base_model.model.model.layers.17.self_attn.q_proj.lora_B.weight,0.0009684031829237938
A0_R0_CURRENT,base_model.model.model.layers.17.self_attn.v_proj.lora_A.weight,2.3051083087921143
A0_R0_CURRENT,base_model.model.model.layers.17.self_attn.v_proj.lora_B.weight,0.0005576375988312066
A0_R0_CURRENT,base_model.model.model.layers.18.mlp.down_proj.lora_A.weight,2.3124279975891113
A0_R0_CURRENT,base_model.model.model.layers.18.mlp.down_proj.lora_B.weight,0.0007951500592753291
A0_R0_CURRENT,base_model.model.model.layers.18.mlp.gate_proj.lora_A.weight,2.3043370246887207
A0_R0_CURRENT,base_model.model.model.layers.18.mlp.gate_proj.lora_B.weight,0.001468193018808961
A0_R0_CURRENT,base_model.model.model.layers.18.mlp.up_proj.lora_A.weight,2.3093042373657227
A0_R0_CURRENT,base_model.model.model.layers.18.mlp.up_proj.lora_B.weight,0.0016337798442691565
A0_R0_CURRENT,base_model.model.model.layers.18.self_attn.k_proj.lora_A.weight,2.313704490661621
A0_R0_CURRENT,base_model.model.model.layers.18.self_attn.k_proj.lora_B.weight,0.0004981469246558845
A0_R0_CURRENT,base_model.model.model.layers.18.self_attn.o_proj.lora_A.weight,2.3050248622894287
A0_R0_CURRENT,base_model.model.model.layers.18.self_attn.o_proj.lora_B.weight,0.0008237718138843775
A0_R0_CURRENT,base_model.model.model.layers.18.self_attn.q_proj.lora_A.weight,2.3197250366210938
A0_R0_CURRENT,base_model.model.model.layers.18.self_attn.q_proj.lora_B.weight,0.000977042829617858
A0_R0_CURRENT,base_model.model.model.layers.18.self_attn.v_proj.lora_A.weight,2.3086516857147217
A0_R0_CURRENT,base_model.model.model.layers.18.self_attn.v_proj.lora_B.weight,0.0005546644097194076
A0_R0_CURRENT,base_model.model.model.layers.19.mlp.down_proj.lora_A.weight,2.3134074211120605
A0_R0_CURRENT,base_model.model.model.layers.19.mlp.down_proj.lora_B.weight,0.0007955550099723041
A0_R0_CURRENT,base_model.model.model.layers.19.mlp.gate_proj.lora_A.weight,2.31207537651062
A0_R0_CURRENT,base_model.model.model.layers.19.mlp.gate_proj.lora_B.weight,0.0015129847452044487
A0_R0_CURRENT,base_model.model.model.layers.19.mlp.up_proj.lora_A.weight,2.3123414516448975
A0_R0_CURRENT,base_model.model.model.layers.19.mlp.up_proj.lora_B.weight,0.0015884005697444081
A0_R0_CURRENT,base_model.model.model.layers.19.self_attn.k_proj.lora_A.weight,2.316558599472046
A0_R0_CURRENT,base_model.model.model.layers.19.self_attn.k_proj.lora_B.weight,0.000498364504892379
A0_R0_CURRENT,base_model.model.model.layers.19.self_attn.o_proj.lora_A.weight,2.302612781524658
A0_R0_CURRENT,base_model.model.model.layers.19.self_attn.o_proj.lora_B.weight,0.0008520646952092648
A0_R0_CURRENT,base_model.model.model.layers.19.self_attn.q_proj.lora_A.weight,2.3091816902160645
A0_R0_CURRENT,base_model.model.model.layers.19.self_attn.q_proj.lora_B.weight,0.0009622056386433542
A0_R0_CURRENT,base_model.model.model.layers.19.self_attn.v_proj.lora_A.weight,2.3116211891174316
A0_R0_CURRENT,base_model.model.model.layers.19.self_attn.v_proj.lora_B.weight,0.0005521245184354484
A0_R0_CURRENT,base_model.model.model.layers.2.mlp.down_proj.lora_A.weight,2.308685541152954
A0_R0_CURRENT,base_model.model.model.layers.2.mlp.down_proj.lora_B.weight,0.000596808735281229
A0_R0_CURRENT,base_model.model.model.layers.2.mlp.gate_proj.lora_A.weight,2.3044545650482178
A0_R0_CURRENT,base_model.model.model.layers.2.mlp.gate_proj.lora_B.weight,0.0012191409477964044
A0_R0_CURRENT,base_model.model.model.layers.2.mlp.up_proj.lora_A.weight,2.3132684230804443
A0_R0_CURRENT,base_model.model.model.layers.2.mlp.up_proj.lora_B.weight,0.0012775383656844497
A0_R0_CURRENT,base_model.model.model.layers.2.self_attn.k_proj.lora_A.weight,2.3042376041412354
A0_R0_CURRENT,base_model.model.model.layers.2.self_attn.k_proj.lora_B.weight,0.0003753950004465878
A0_R0_CURRENT,base_model.model.model.layers.2.self_attn.o_proj.lora_A.weight,2.308946132659912
A0_R0_CURRENT,base_model.model.model.layers.2.self_attn.o_proj.lora_B.weight,0.0005754758603870869
A0_R0_CURRENT,base_model.model.model.layers.2.self_attn.q_proj.lora_A.weight,2.3074615001678467
A0_R0_CURRENT,base_model.model.model.layers.2.self_attn.q_proj.lora_B.weight,0.0007146825664676726
A0_R0_CURRENT,base_model.model.model.layers.2.self_attn.v_proj.lora_A.weight,2.313760757446289
A0_R0_CURRENT,base_model.model.model.layers.2.self_attn.v_proj.lora_B.weight,0.0003566845552995801
A0_R0_CURRENT,base_model.model.model.layers.20.mlp.down_proj.lora_A.weight,2.3012447357177734
A0_R0_CURRENT,base_model.model.model.layers.20.mlp.down_proj.lora_B.weight,0.0008400626829825342
A0_R0_CURRENT,base_model.model.model.layers.20.mlp.gate_proj.lora_A.weight,2.312337875366211
A0_R0_CURRENT,base_model.model.model.layers.20.mlp.gate_proj.lora_B.weight,0.0015159767353907228
A0_R0_CURRENT,base_model.model.model.layers.20.mlp.up_proj.lora_A.weight,2.3145532608032227
A0_R0_CURRENT,base_model.model.model.layers.20.mlp.up_proj.lora_B.weight,0.0016437576850876212
A0_R0_CURRENT,base_model.model.model.layers.20.self_attn.k_proj.lora_A.weight,2.3151586055755615
A0_R0_CURRENT,base_model.model.model.layers.20.self_attn.k_proj.lora_B.weight,0.0004950854345224798
A0_R0_CURRENT,base_model.model.model.layers.20.self_attn.o_proj.lora_A.weight,2.304757595062256
A0_R0_CURRENT,base_model.model.model.layers.20.self_attn.o_proj.lora_B.weight,0.0008880364475771785
A0_R0_CURRENT,base_model.model.model.layers.20.self_attn.q_proj.lora_A.weight,2.309528112411499
A0_R0_CURRENT,base_model.model.model.layers.20.self_attn.q_proj.lora_B.weight,0.0009938218863680959
A0_R0_CURRENT,base_model.model.model.layers.20.self_attn.v_proj.lora_A.weight,2.306577682495117
A0_R0_CURRENT,base_model.model.model.layers.20.self_attn.v_proj.lora_B.weight,0.0005723668728023767
A0_R0_CURRENT,base_model.model.model.layers.21.mlp.down_proj.lora_A.weight,2.306918144226074
A0_R0_CURRENT,base_model.model.model.layers.21.mlp.down_proj.lora_B.weight,0.0008708025561645627
A0_R0_CURRENT,base_model.model.model.layers.21.mlp.gate_proj.lora_A.weight,2.316025495529175
A0_R0_CURRENT,base_model.model.model.layers.21.mlp.gate_proj.lora_B.weight,0.0013739214045926929
A0_R0_CURRENT,base_model.model.model.layers.21.mlp.up_proj.lora_A.weight,2.3107855319976807
A0_R0_CURRENT,base_model.model.model.layers.21.mlp.up_proj.lora_B.weight,0.0016051752027124166
A0_R0_CURRENT,base_model.model.model.layers.21.self_attn.k_proj.lora_A.weight,2.3114211559295654
A0_R0_CURRENT,base_model.model.model.layers.21.self_attn.k_proj.lora_B.weight,0.0005238106823526323
A0_R0_CURRENT,base_model.model.model.layers.21.self_attn.o_proj.lora_A.weight,2.320850133895874
A0_R0_CURRENT,base_model.model.model.layers.21.self_attn.o_proj.lora_B.weight,0.000849538017064333
A0_R0_CURRENT,base_model.model.model.layers.21.self_attn.q_proj.lora_A.weight,2.307445764541626
A0_R0_CURRENT,base_model.model.model.layers.21.self_attn.q_proj.lora_B.weight,0.0010490239365026355
A0_R0_CURRENT,base_model.model.model.layers.21.self_attn.v_proj.lora_A.weight,2.309511423110962
A0_R0_CURRENT,base_model.model.model.layers.21.self_attn.v_proj.lora_B.weight,0.0005854465416632593
A0_R0_CURRENT,base_model.model.model.layers.22.mlp.down_proj.lora_A.weight,2.3071861267089844
A0_R0_CURRENT,base_model.model.model.layers.22.mlp.down_proj.lora_B.weight,0.0008352235308848321
A0_R0_CURRENT,base_model.model.model.layers.22.mlp.gate_proj.lora_A.weight,2.306886672973633
A0_R0_CURRENT,base_model.model.model.layers.22.mlp.gate_proj.lora_B.weight,0.0012785873841494322
A0_R0_CURRENT,base_model.model.model.layers.22.mlp.up_proj.lora_A.weight,2.3123855590820312
A0_R0_CURRENT,base_model.model.model.layers.22.mlp.up_proj.lora_B.weight,0.0014614500105381012
A0_R0_CURRENT,base_model.model.model.layers.22.self_attn.k_proj.lora_A.weight,2.3013622760772705
A0_R0_CURRENT,base_model.model.model.layers.22.self_attn.k_proj.lora_B.weight,0.0005048888851888478
A0_R0_CURRENT,base_model.model.model.layers.22.self_attn.o_proj.lora_A.weight,2.304713249206543
A0_R0_CURRENT,base_model.model.model.layers.22.self_attn.o_proj.lora_B.weight,0.0007995369378477335
A0_R0_CURRENT,base_model.model.model.layers.22.self_attn.q_proj.lora_A.weight,2.308565378189087
A0_R0_CURRENT,base_model.model.model.layers.22.self_attn.q_proj.lora_B.weight,0.0009063276229426265
A0_R0_CURRENT,base_model.model.model.layers.22.self_attn.v_proj.lora_A.weight,2.3123385906219482
A0_R0_CURRENT,base_model.model.model.layers.22.self_attn.v_proj.lora_B.weight,0.000570528965909034
A0_R0_CURRENT,base_model.model.model.layers.23.mlp.down_proj.lora_A.weight,2.308772325515747
A0_R0_CURRENT,base_model.model.model.layers.23.mlp.down_proj.lora_B.weight,0.0007466692477464676
A0_R0_CURRENT,base_model.model.model.layers.23.mlp.gate_proj.lora_A.weight,2.304781913757324
A0_R0_CURRENT,base_model.model.model.layers.23.mlp.gate_proj.lora_B.weight,0.0013055048184469342
A0_R0_CURRENT,base_model.model.model.layers.23.mlp.up_proj.lora_A.weight,2.307157516479492
A0_R0_CURRENT,base_model.model.model.layers.23.mlp.up_proj.lora_B.weight,0.0014559808187186718
A0_R0_CURRENT,base_model.model.model.layers.23.self_attn.k_proj.lora_A.weight,2.314060688018799
A0_R0_CURRENT,base_model.model.model.layers.23.self_attn.k_proj.lora_B.weight,0.00048645923379808664
A0_R0_CURRENT,base_model.model.model.layers.23.self_attn.o_proj.lora_A.weight,2.3062212467193604
A0_R0_CURRENT,base_model.model.model.layers.23.self_attn.o_proj.lora_B.weight,0.0007940027280710638
A0_R0_CURRENT,base_model.model.model.layers.23.self_attn.q_proj.lora_A.weight,2.303210973739624
A0_R0_CURRENT,base_model.model.model.layers.23.self_attn.q_proj.lora_B.weight,0.00081212492659688
A0_R0_CURRENT,base_model.model.model.layers.23.self_attn.v_proj.lora_A.weight,2.3059496879577637
A0_R0_CURRENT,base_model.model.model.layers.23.self_attn.v_proj.lora_B.weight,0.0005793801974505186
A0_R0_CURRENT,base_model.model.model.layers.24.mlp.down_proj.lora_A.weight,2.3050036430358887
A0_R0_CURRENT,base_model.model.model.layers.24.mlp.down_proj.lora_B.weight,0.000801323913037777
A0_R0_CURRENT,base_model.model.model.layers.24.mlp.gate_proj.lora_A.weight,2.306697368621826
A0_R0_CURRENT,base_model.model.model.layers.24.mlp.gate_proj.lora_B.weight,0.0012040029978379607
A0_R0_CURRENT,base_model.model.model.layers.24.mlp.up_proj.lora_A.weight,2.314666509628296
A0_R0_CURRENT,base_model.model.model.layers.24.mlp.up_proj.lora_B.weight,0.0014828125713393092
A0_R0_CURRENT,base_model.model.model.layers.24.self_attn.k_proj.lora_A.weight,2.3123340606689453
A0_R0_CURRENT,base_model.model.model.layers.24.self_attn.k_proj.lora_B.weight,0.0004840288311243057
A0_R0_CURRENT,base_model.model.model.layers.24.self_attn.o_proj.lora_A.weight,2.31109356880188
A0_R0_CURRENT,base_model.model.model.layers.24.self_attn.o_proj.lora_B.weight,0.0008034118800424039
A0_R0_CURRENT,base_model.model.model.layers.24.self_attn.q_proj.lora_A.weight,2.306830883026123
A0_R0_CURRENT,base_model.model.model.layers.24.self_attn.q_proj.lora_B.weight,0.0009597325115464628
A0_R0_CURRENT,base_model.model.model.layers.24.self_attn.v_proj.lora_A.weight,2.3084568977355957
A0_R0_CURRENT,base_model.model.model.layers.24.self_attn.v_proj.lora_B.weight,0.0005237220320850611
A0_R0_CURRENT,base_model.model.model.layers.25.mlp.down_proj.lora_A.weight,2.3099148273468018
A0_R0_CURRENT,base_model.model.model.layers.25.mlp.down_proj.lora_B.weight,0.0008842433453537524
A0_R0_CURRENT,base_model.model.model.layers.25.mlp.gate_proj.lora_A.weight,2.311614513397217
A0_R0_CURRENT,base_model.model.model.layers.25.mlp.gate_proj.lora_B.weight,0.0011826710542663932
A0_R0_CURRENT,base_model.model.model.layers.25.mlp.up_proj.lora_A.weight,2.3151304721832275
A0_R0_CURRENT,base_model.model.model.layers.25.mlp.up_proj.lora_B.weight,0.0013815017882734537
A0_R0_CURRENT,base_model.model.model.layers.25.self_attn.k_proj.lora_A.weight,2.313750982284546
A0_R0_CURRENT,base_model.model.model.layers.25.self_attn.k_proj.lora_B.weight,0.0004497168119996786
A0_R0_CURRENT,base_model.model.model.layers.25.self_attn.o_proj.lora_A.weight,2.316506862640381
A0_R0_CURRENT,base_model.model.model.layers.25.self_attn.o_proj.lora_B.weight,0.0007373768021352589
A0_R0_CURRENT,base_model.model.model.layers.25.self_attn.q_proj.lora_A.weight,2.308664083480835
A0_R0_CURRENT,base_model.model.model.layers.25.self_attn.q_proj.lora_B.weight,0.0008576090331189334
A0_R0_CURRENT,base_model.model.model.layers.25.self_attn.v_proj.lora_A.weight,2.3087172508239746
A0_R0_CURRENT,base_model.model.model.layers.25.self_attn.v_proj.lora_B.weight,0.0004914828459732234
A0_R0_CURRENT,base_model.model.model.layers.26.mlp.down_proj.lora_A.weight,2.3109662532806396
A0_R0_CURRENT,base_model.model.model.layers.26.mlp.down_proj.lora_B.weight,0.000743465090636164
A0_R0_CURRENT,base_model.model.model.layers.26.mlp.gate_proj.lora_A.weight,2.308671474456787
