task_id,exact_match,first_divergence_turn_a,root_cause_a,shorter_path_verdict_a,observation_used_correctly_a,reward_ordering_correct_a,responsible_reward_component_a,recommended_fix_a,first_divergence_turn_b,root_cause_b,shorter_path_verdict_b,observation_used_correctly_b,reward_ordering_correct_b,responsible_reward_component_b,recommended_fix_b,confidence_diff
0feb53d5-e450-4a1e-b0ad-13bc7097a92e,True,6,later_tool_selection,not_applicable,True,True,none,no_change,6,later_tool_selection,not_applicable,True,True,none,no_change,0.0
1067e243-98e4-448a-a38b-2d916c16908a,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
1163aa42-d931-4ae3-a9af-3800e1200319,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
11a47ffa-0eea-4162-9902-1bddc3740bec,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
12dc2f74-7b39-4722-a840-bca49488c27e,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
13d0e964-c728-4490-8094-0b2ec84a6f40,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
13d599b3-0a9f-4856-8fbf-2fd376400988,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
1486b674-af4e-4bd4-9a48-2bf0f4aa9995,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
1522c983-00c5-48b6-be88-8922f76c3dbe,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
15475c99-4877-45c2-acb6-82b1b8fda842,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
1765d48e-b1d2-4dd2-bdf5-cc49496ac350,True,16,later_tool_selection,not_applicable,True,True,none,no_change,16,later_tool_selection,not_applicable,True,True,none,no_change,0.0
196be0c3-aed1-41dd-a972-31a5908720cc,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
19c019ad-3316-4149-8b01-f3385a280958,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
1ab63375-0be1-47c1-bc2f-64b9b6271391,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
1b79e333-e3fc-4292-9d59-987fc3b606f8,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
1c15787f-a7d3-48be-a715-23befba14fe3,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
1cea2017-6b5e-4d6c-969e-9d72f58cdc7a,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
1ddeac74-83ee-4119-9100-83133001b0f5,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
1ff34864-aaf4-45ad-9132-b96cc6de3c63,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
2092563a-202f-4984-b18b-d971f42a0f6e,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
215a654f-549a-47c1-b1ce-772fc2910045,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
22b03741-ca95-407c-a30c-e6cbbe90436d,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
22b583c4-f1f1-4f08-9868-46f3a5cc50fe,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
236711c7-5a1c-4bf5-b578-6e965b98a085,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
23fb2017-6788-4dc2-a28a-403c6b473adb,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
262ed5c8-1e4b-45b0-ae60-13ef3433b303,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
2795c8df-921d-4311-b6d4-ece1204f2ef5,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
2804303f-3831-4977-8b0f-8298c475c032,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
28cc5dca-3281-4afc-949b-f41784c210a4,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
2a028d50-5021-4cbd-9401-e9a949adc1fa,False,1,reward_mismatch,not_applicable,True,False,call_count,outcome_reward,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
2a1226e5-e74e-4464-a887-213f4acefc82,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
2a9516d7-fe85-49c4-9d22-d31f22721ded,False,2,reward_mismatch,not_applicable,True,False,call_count,outcome_reward,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
2b2c1931-a5c2-44a9-8283-08a4067256c2,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
2efdd7cf-4643-427e-bcf3-7288f77d6a9d,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
3088e2b6-0018-431d-90f5-6b138ba676f2,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
31362efe-b619-4718-9201-99cd47a8295f,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
3171c089-3152-48db-90be-f576f555dfd6,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
325ca0e4-f4f2-4f1e-bf66-8d362f0a2b95,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
32881593-1d74-40fd-9d4e-9ea812030a17,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
3481e153-2b15-4af0-ab73-b7785bfd7d77,True,4,later_tool_selection,not_applicable,True,True,none,no_change,4,later_tool_selection,not_applicable,True,True,none,no_change,0.0
350061df-93df-43db-87e8-91a9f78dab00,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
35790603-7df1-491c-84e1-9a27f4fc5717,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
35adf4ad-dada-47dd-8c92-1af9100d6a8a,True,4,later_tool_selection,not_applicable,True,True,none,no_change,4,later_tool_selection,not_applicable,True,True,none,no_change,0.0
35e5e6c5-b079-45ed-a693-0a5eadbbb9a6,False,2,reward_mismatch,not_applicable,True,False,call_count,outcome_reward,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
36ac0316-5e89-40e1-b85a-3dfc02daf78e,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
36ba10c3-3023-4b26-b449-84787b535d77,True,5,later_tool_selection,not_applicable,True,True,none,no_change,5,later_tool_selection,not_applicable,True,True,none,no_change,0.0
36ca2d63-b8cc-4a06-ad2b-4748ad224234,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
37f1e206-b1e1-43bd-a848-867f8d1031bd,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
38a3bea2-2d38-446f-a832-ee059daf9a1b,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
38e7c22f-c209-4f49-8bbd-08bc3cb08203,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
3af4d6d6-e7a2-4297-bd51-4b85e5f54802,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
3d88feda-eeb4-4ef3-bd45-6f53bbffff11,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
3e99b589-8cda-4a31-ab0c-a8040f86b649,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
3f22f028-b78c-4127-9f68-09f4ec8a84e5,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
3f5153aa-ea03-4045-94b3-523fd229373f,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
3f65525e-d400-455f-b5b1-5139d3264086,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
3f6754e4-0a9d-405f-b3c9-925e9038ef5b,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
4181facd-49ba-4f9d-8ced-f01adcdd8782,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
4511ccb4-e31c-4cc8-b585-04dda07d21cf,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
466a901f-f700-4e5c-8b45-984e29b3e97f,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
47fbefed-c16e-4a5c-a88a-ac17e2d5c863,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
482277ec-7970-4461-8380-d62a911b3cc1,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
490308d0-6cc5-4616-a062-c3812a4e96fa,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
4c5ac14a-91aa-41d6-8a28-4ce50ac14940,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
4c7479cb-c3d5-4568-abe4-4ecade2f3635,True,4,later_tool_selection,not_applicable,True,True,none,no_change,4,later_tool_selection,not_applicable,True,True,none,no_change,0.0
4cba337d-cf82-49fe-853b-1ac69d0f19ae,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
4e7e03b3-f9c9-4cc8-986a-6b425aeeeec8,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
4e94725b-4f6f-4660-8079-17f785076612,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
4f5f22b6-44a0-435b-9924-9fdcbd928522,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
5099873f-cd8b-4b02-873a-8c77a8e76837,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
50bf739b-0f67-4b0e-9586-68baef74326a,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
5139cd27-6d87-4130-994a-3cfe29c62cbd,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
52136fd0-87d3-4086-968b-fa7b8523c333,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
52651073-b22c-422b-b2dd-8bc64f894969,False,5,reward_mismatch,not_applicable,True,False,call_count,outcome_reward,5,later_tool_selection,not_applicable,True,True,none,no_change,0.0
54bacfd4-1ac2-4e58-bb6e-8093d738af12,False,2,reward_mismatch,not_applicable,True,False,call_count,outcome_reward,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
56f217f3-b20d-4f19-b8ed-23850bc2e6be,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
5830f67e-aed1-4252-a279-f107ab8d15bb,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
585cce43-50e6-470b-aafb-9512e21625c8,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
59075a42-0879-42ef-ada9-56aeddf95fcf,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
59212b7c-319b-47b5-b45c-2e375e846970,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
59c85014-c8c4-45df-956b-04dec99e0bc7,False,1,reward_mismatch,not_applicable,True,False,call_count,outcome_reward,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
5af7ea4f-13b0-48f4-adfa-5f5cc8c17b8c,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
5ece6f80-a4fb-48a9-95cd-8c8c2a49ab08,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
5f2689b9-c33d-4981-bb29-c52e7b2ce153,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
602de5a8-0653-4427-bcc5-3fe582cd714e,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
609d22aa-b21a-4ed8-9ae0-7cbea4aa837e,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
63253fb5-5c4b-4d95-b1ab-64cd2019e5c5,True,7,later_tool_selection,not_applicable,True,True,none,no_change,7,later_tool_selection,not_applicable,True,True,none,no_change,0.0
63854dc5-cf6e-40bd-94e9-f4f930165cb7,False,2,reward_mismatch,not_applicable,True,False,call_count,outcome_reward,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
63f7e661-fbaa-4def-aed0-4eccd041b618,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
6789e917-6ea1-41cc-b38e-a29dd53b2bd3,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
6a001923-6ece-46ae-9e4e-ae2308bad269,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
6a069715-af16-4353-b530-2c68b1045702,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
6a6f39c7-6f71-4fef-b09b-cebb8f602b19,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
6accc733-a657-438c-97a2-d9b11b97edb8,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
6ae58ffa-f086-4aa5-9bc9-e2beeec685cc,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
6b6884c6-f22a-4f7a-8fc4-73036ab9a0c3,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
6c0d717a-af97-47db-ad9d-45255f829e0d,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
6c5bf32e-9b63-4950-a348-72e08943a6d5,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
6c668a48-30d8-46ba-a9ac-8e0c58f9d9f0,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
6f44c50b-e8a0-4e98-85f5-81f986170546,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
6fb9747f-205d-4057-98a9-bebfa690d3fe,True,4,later_tool_selection,not_applicable,True,True,none,no_change,4,later_tool_selection,not_applicable,True,True,none,no_change,0.0
702881c1-d5ba-4b90-aa65-8a17d9a3a5a6,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
70666870-66fb-462b-96b1-2739e36a0f60,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
729b41ed-7a84-4209-bff1-b4e4045e4ad3,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
72fa90ad-54d1-4c20-886b-739e52940ce5,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
73301ada-cb5a-4ee0-a8e6-d1f4a8d02a61,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
7533eefe-b652-4afd-834a-3ee8c38ca14e,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
76446ae7-0565-4df5-bff6-bddcaf386d0f,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
76de8525-048b-4209-8867-48bfb6ff6fa8,False,2,reward_mismatch,not_applicable,True,False,call_count,outcome_reward,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
77a0e4ff-a6e6-429f-a945-b82daa6852fb,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
79548961-64d6-432c-aac2-5846fd124032,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
79f31629-56a4-4e40-8a4d-c1619abcda9b,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
7b03ce5d-c7c8-40fd-b6c9-0650cf326193,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
7bdd0e4f-6c99-4f49-b9e8-2afc9546891b,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
7cdaf92f-5fc1-43ee-8ac7-9053012753a3,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
7d0d1b23-f8ba-474b-84fd-e78eaaf967e2,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
7da0f6e7-2a24-4fa8-b48d-cc84cae3e578,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
801d574a-fb51-4cc6-8367-d2dd352ff3ec,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
80d3d81b-e6fd-4fa4-a690-b7214c4ef41c,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
82e82d17-1e64-4874-8005-67f32b410866,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
837f59f5-0d19-4246-993f-061525bd8d67,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
844ce8e2-be74-4db0-8541-132f5bebeb1b,True,,later_tool_selection,not_applicable,True,True,none,no_change,,later_tool_selection,not_applicable,True,True,none,no_change,0.0
87481cd4-e4d1-4eb7-ad02-0c29677ddb8c,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
87b5d6f9-199e-4e83-8392-86f03e175ca6,False,1,reward_mismatch,not_applicable,True,False,call_count,outcome_reward,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
887b6d7e-5fb5-4523-9b28-f7ab29cf7636,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
8956e144-c9f2-4154-8554-eb3de698456e,True,7,later_tool_selection,not_applicable,True,True,none,no_change,7,later_tool_selection,not_applicable,True,True,none,no_change,0.0
8970e530-cd57-4c00-9ef5-86970db06e6f,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
8ab9d4d5-0011-4e49-85cb-ee24f852f350,True,5,later_tool_selection,not_applicable,True,True,none,no_change,5,later_tool_selection,not_applicable,True,True,none,no_change,0.0
8b77968f-aa3b-443c-a226-7a628b611fb1,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
8c6e3438-0dcc-4afe-95b7-13b00fb18ef0,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
8c8656c5-6b19-4613-af48-e6018b737159,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
8e557b55-c268-4566-9210-96b3dc488ea2,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
8ebc079b-4585-41c6-b54d-4fffdaeff352,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
8ecad92c-4bed-41f6-9f33-928461657a5d,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
8ee6619d-4344-417e-a2bb-dbbd84fa3396,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
916b2049-ac2d-4d32-b022-e9182f258024,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
925e5a42-be49-45d0-ae48-9f76fbe1a0a2,False,2,reward_mismatch,not_applicable,True,False,call_count,outcome_reward,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
95f4c040-4bac-4c75-b790-8446b76e4609,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
96aae8cf-2667-455f-8b59-033ae86f88a1,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
97dc3022-3ebc-4511-9f50-d22da3a73179,True,1,later_tool_selection,not_applicable,True,True,none,no_change,1,later_tool_selection,not_applicable,True,True,none,no_change,0.0
99501e17-529b-42b7-ae83-e98b576c8019,True,3,later_tool_selection,not_applicable,True,True,none,no_change,3,later_tool_selection,not_applicable,True,True,none,no_change,0.0
99f425b1-84c4-4a92-a916-12b847352319,True,2,later_tool_selection,not_applicable,True,True,none,no_change,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
9a23a3ec-0f70-4acf-867f-1a82c0ca5b17,True,6,later_tool_selection,not_applicable,True,True,none,no_change,6,later_tool_selection,not_applicable,True,True,none,no_change,0.0
9a752e1c-dffb-4c71-84d5-687970836ce7,False,2,reward_mismatch,not_applicable,True,False,call_count,outcome_reward,2,later_tool_selection,not_applicable,True,True,none,no_change,0.0
