run,sample_id,official_win,exec_v2_reward,cap_applied,final_answer_pass,executable_trajectory,tool_use_completeness,valid_references,num_successful_calls,num_extra_calls,abl_final_only,abl_final_executable,abl_final_exec_refs,abl_full
partial_s1_e4_react,5ccb1855-93e1-4276-884f-f3a035edac0a,1.0,0.966667,,1.0,1.0,0.8333,1.0,5,0,1.0,1.0,1.0,0.966667
partial_s1_e4_react,80906cae-8547-47ad-863b-9db070fd41ae,1.0,0.8875,,1.0,1.0,0.25,1.0,1,0,1.0,1.0,1.0,0.8875
partial_s1_e4_react,62c320d7-05fe-477a-af3e-575711d9d60a,0.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,fc8a9de4-dbbd-4a43-b86f-e331c5ab6199,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.6667,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,1cea2017-6b5e-4d6c-969e-9d72f58cdc7a,0.0,0.25,executor_error,0.0,0.5,0.5,1.0,1,0,0.0,0.133333,0.235294,0.25
partial_s1_e4_react,bb46cc44-30ae-4d51-9d6a-e9a7f1e3b205,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,65148711-a63a-4d3f-98f7-192c73c15ac1,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.8,1.0,4,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,1ddeac74-83ee-4119-9100-83133001b0f5,1.0,1.0,,1.0,1.0,1.0,1.0,5,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,af90ec49-39dd-471c-a75b-2e1213ed7de7,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,f719df94-7568-49fa-ad78-4892b67cf7c9,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.6667,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,3f50ec13-757f-4270-80cd-1fd2b0b1b89d,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.3333,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,2866f717-aa3b-44b8-b672-a0593d2207a3,0.0,0.0,parse_error,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,0be5f136-0c70-4904-b5a9-2e7be2edafd8,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.6667,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,8102e837-df84-4857-b91d-68ea40a6d59b,1.0,1.0,,1.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,0ba7094f-2d50-457b-9db1-af4dcb4d7bc8,0.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,e5908a48-4f50-4df2-8ca0-c32ed32177fb,1.0,0.96,,1.0,1.0,1.0,1.0,5,0,1.0,1.0,1.0,0.96
partial_s1_e4_react,d2f60c36-a1dd-449c-820f-7ef26e8db0ce,1.0,0.975,,1.0,1.0,1.0,1.0,4,0,1.0,1.0,1.0,0.975
partial_s1_e4_react,2d151251-59a4-4470-a5ce-2b961771cce9,1.0,0.916667,,1.0,1.0,0.6667,1.0,2,0,1.0,1.0,1.0,0.916667
partial_s1_e4_react,6accc733-a657-438c-97a2-d9b11b97edb8,1.0,1.0,,1.0,1.0,1.0,1.0,4,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,fb08a631-0974-4e7c-8162-8f607f3fe9fe,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,bc894a80-53b4-4831-a5c6-cf982a369283,1.0,0.883333,,1.0,1.0,0.3333,1.0,1,0,1.0,1.0,1.0,0.883333
partial_s1_e4_react,1810cf06-7295-4bcb-aafb-ae1e0b6244cf,0.0,0.0,clipped,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,30def804-3937-4b44-b218-1e931d69c494,0.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,e6a8c49d-577f-4a1e-a2d0-96ec051f83ac,1.0,1.0,,1.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,2db60511-6287-4694-b591-6f5c115b250f,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,78254773-a194-41be-b6a2-826cc53915ef,1.0,0.925,,1.0,1.0,0.5,1.0,1,0,1.0,1.0,1.0,0.925
partial_s1_e4_react,d403db6a-2392-4610-a152-575ce2782cdf,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,ec654414-df15-4621-9b4d-3570a4ae6864,1.0,1.0,,1.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,24a1101f-819c-4ca7-a4e4-e7dee741c4f6,1.0,1.0,,1.0,1.0,1.0,1.0,4,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,448ed990-a316-46e4-8ecf-dd91f1ffe955,1.0,0.91,,1.0,1.0,0.6,1.0,3,0,1.0,1.0,1.0,0.91
partial_s1_e4_react,05701016-377a-4a7f-aa60-696c65010e5b,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,7074418e-212d-4843-a933-d5c1b1aee103,1.0,0.9,,1.0,1.0,0.5,1.0,1,0,1.0,1.0,1.0,0.9
partial_s1_e4_react,4963e069-c79f-4453-806f-2a4147a69be9,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.3333,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,9b9bfa00-e678-4594-b109-b850227b7f2a,0.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,21611a3d-1312-4ca5-a55d-53ac907b8b95,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,c08085fb-c92e-4add-9cff-3ad73a8061b8,1.0,0.9,,1.0,1.0,0.5,1.0,1,0,1.0,1.0,1.0,0.9
partial_s1_e4_react,b7191e61-2bc0-4d0c-b0f8-0e259fa8ca76,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.3333,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,ac7ff9ba-5f9b-45db-ac99-a27751c32a2f,0.0,0.105,,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.105
partial_s1_e4_react,e1a005a4-216d-4486-a15b-d53ccb574e78,1.0,0.892857,,1.0,1.0,0.4286,1.0,3,0,1.0,1.0,1.0,0.892857
partial_s1_e4_react,453e02e3-d928-41c4-b059-9b6aee990044,1.0,0.916667,,1.0,1.0,0.6667,1.0,2,0,1.0,1.0,1.0,0.916667
partial_s1_e4_react,93422f39-6156-4846-af87-7915ebc115fe,0.0,0.35,not_final,0.0,1.0,1.0,1.0,2,0,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,4c7479cb-c3d5-4568-abe4-4ecade2f3635,1.0,0.95,,1.0,1.0,0.8,1.0,4,0,1.0,1.0,1.0,0.95
partial_s1_e4_react,c70163d5-6b99-4a8e-8242-5558663eaa11,1.0,0.925,,1.0,1.0,0.5,1.0,1,0,1.0,1.0,1.0,0.925
partial_s1_e4_react,702881c1-d5ba-4b90-aa65-8a17d9a3a5a6,1.0,0.93,,1.0,1.0,0.6,1.0,3,0,1.0,1.0,1.0,0.93
partial_s1_e4_react,1bbfe06b-1180-4a6e-b212-29243120dfb2,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,52271e64-fcdc-4461-9777-27ca3767e675,1.0,0.933333,,1.0,1.0,0.6667,1.0,2,0,1.0,1.0,1.0,0.933333
partial_s1_e4_react,edd82218-9248-4478-ab29-c1a3091f7d53,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.25,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,1a23d01d-1bf7-4680-bcfc-784c194f031c,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,f84f5a69-cde5-4bda-a796-d64b8d4818d3,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.25,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,63a86d01-04f7-43e6-a8c9-e8ac53331b71,0.0,0.35,not_final,0.0,1.0,1.0,1.0,2,0,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,a7f3e2d8-d639-488d-97c5-2e51f42ad83e,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,eb2c642b-1c31-444f-92dc-fad34952a8c5,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.5556,1.0,5,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,bb1b666b-9820-472a-87ab-7c03411de17b,1.0,0.916667,,1.0,1.0,0.6667,1.0,2,0,1.0,1.0,1.0,0.916667
partial_s1_e4_react,2a028d50-5021-4cbd-9401-e9a949adc1fa,1.0,1.0,,1.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,6720cbaf-0699-4e53-ab80-664c6a312778,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.25,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,3cc89b1c-5cbd-45ca-a67f-1e724ad20220,1.0,0.875,,1.0,1.0,0.25,1.0,2,0,1.0,1.0,1.0,0.875
partial_s1_e4_react,2a886f5d-91ad-4a5d-b6d4-4e981cc894af,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,88ebae0d-2183-4407-b6d9-140cfca537f9,1.0,0.908333,,1.0,1.0,0.5,1.0,3,0,1.0,1.0,1.0,0.908333
partial_s1_e4_react,71d06959-7b76-48fb-906f-16f634884bf2,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.3333,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,af09e0d9-1820-4a90-af30-ac41956f4410,1.0,0.975,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.975
partial_s1_e4_react,e32edb32-9080-4e23-a097-2be14afce16d,0.0,0.35,not_final,0.0,1.0,1.0,1.0,2,0,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,2795c8df-921d-4311-b6d4-ece1204f2ef5,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.2857,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,db663e22-21eb-424f-a826-af28045b196a,1.0,0.925,,1.0,1.0,0.5,1.0,3,0,1.0,1.0,1.0,0.925
partial_s1_e4_react,b39c0196-4991-47b9-b5b4-18d53615fd00,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.6,1.0,3,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,cd6b81c1-5157-4920-93ec-3ed00b01621b,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.75,1.0,6,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,a4638ff2-f88d-4791-9577-0ae12ddd098c,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,0214b225-23ae-4a8f-bb93-8fbaec94831c,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.2,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,778944d1-9bb5-4f8a-a2a6-d119f50e456f,1.0,0.933333,,1.0,1.0,0.6667,1.0,2,0,1.0,1.0,1.0,0.933333
partial_s1_e4_react,4ce918cf-d712-4995-a4e8-35bbe15ed6be,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,12e54ca0-6b81-4bff-8d11-49da5280d283,1.0,0.985,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,0.985
partial_s1_e4_react,3dc09ed5-bf3e-4aaf-827b-597690c8b7c5,1.0,1.0,,1.0,1.0,1.0,1.0,4,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,9da981a8-809f-49d8-b51d-bf8e1eb837ff,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,b6c17ad1-bc55-4952-9d0c-f95a0029de1e,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.6667,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,c0d6a53d-874b-48fd-b352-d21a35f2ab58,0.0,0.35,not_final,0.0,1.0,1.0,1.0,6,1,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,8eb2bfe1-15e6-44d1-b542-b0885cc49a42,1.0,0.871429,,1.0,1.0,0.1429,1.0,1,0,1.0,1.0,1.0,0.871429
partial_s1_e4_react,06d6141e-c66b-4719-bc30-21fa22ee65bb,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,d11623d3-91b4-45d9-ba96-8f6668afc742,0.0,0.35,not_final,0.0,1.0,1.0,1.0,2,0,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,de6eafb3-13f3-47ee-9bc1-5e333b3efbd6,1.0,0.9,,1.0,1.0,0.4,1.0,2,0,1.0,1.0,1.0,0.9
partial_s1_e4_react,8ce1315f-834f-423a-8b22-6d4abaab4a7a,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,bdcc3e9a-8ba1-49d5-a60d-3a6567d62cbb,1.0,0.9,,1.0,1.0,0.3333,1.0,1,0,1.0,1.0,1.0,0.9
partial_s1_e4_react,1ed76362-d447-432f-8693-6b77e9b03e61,1.0,0.96,,1.0,1.0,0.8,1.0,4,0,1.0,1.0,1.0,0.96
partial_s1_e4_react,ba9bd7fb-9f05-4327-8f64-7f1191d3e288,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.4286,1.0,3,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,5d986666-5dba-422b-9671-72c56dfc211e,1.0,0.933333,,1.0,1.0,0.6667,1.0,2,0,1.0,1.0,1.0,0.933333
partial_s1_e4_react,902255c7-cffa-4902-8398-b7e1d77e6541,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.3333,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,4a6b0fd5-d75b-47c0-8130-ff584963f6c4,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.25,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,98cad833-bb80-4583-9158-b9d1984eec6e,1.0,0.35,not_final,0.0,1.0,1.0,1.0,2,0,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,6895651a-8731-47bc-bef3-42a4944392c9,1.0,0.87,,1.0,1.0,0.2,1.0,1,0,1.0,1.0,1.0,0.87
partial_s1_e4_react,553d6d89-0ab0-4ff9-ae1c-58f3d9b12a14,1.0,0.90625,,1.0,1.0,0.5,1.0,4,0,1.0,1.0,1.0,0.90625
partial_s1_e4_react,0d2473a4-55f0-4c98-96cd-93c9f3acda6c,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.4286,1.0,3,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,47fbefed-c16e-4a5c-a88a-ac17e2d5c863,1.0,0.9125,,1.0,1.0,0.5,1.0,2,0,1.0,1.0,1.0,0.9125
partial_s1_e4_react,dc5fc3b0-79a6-4aa9-8655-458ad1725bdf,1.0,0.916667,,1.0,1.0,0.6667,1.0,2,0,1.0,1.0,1.0,0.916667
partial_s1_e4_react,a2172da9-3fb2-4aca-b2d5-20a4579d2266,1.0,0.966667,,1.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,0.966667
partial_s1_e4_react,013c1149-7617-42df-ad8e-122f87f55cb7,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.3333,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,dd7a392f-d258-4192-941a-b487c575eabd,1.0,0.916667,,1.0,1.0,0.6667,1.0,2,0,1.0,1.0,1.0,0.916667
partial_s1_e4_react,f35d7635-07e6-41a2-992d-612f82be538c,1.0,0.9,,1.0,1.0,0.5,1.0,2,0,1.0,1.0,1.0,0.9
partial_s1_e4_react,aa1ea1ba-bf16-4e55-a707-c3a3aa6ab0d6,0.0,0.25,,0.0,0.5,0.3333,1.0,1,0,0.0,0.133333,0.235294,0.25
partial_s1_e4_react,71425aa1-18ff-4f04-a644-a91a2052e572,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,41854b4d-a155-4cef-815f-9b1ce7ce5c64,1.0,1.0,,1.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,262ed5c8-1e4b-45b0-ae60-13ef3433b303,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,8c8656c5-6b19-4613-af48-e6018b737159,1.0,0.925,,1.0,1.0,0.625,1.0,5,0,1.0,1.0,1.0,0.925
partial_s1_e4_react,64b222de-19e2-484f-88be-697560b8dd78,0.0,0.35,not_final,0.0,1.0,1.0,1.0,2,0,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,52f7e434-112e-47d0-872b-b038643a1fc7,0.0,0.35,not_final,0.0,1.0,1.0,1.0,2,0,0.0,0.266667,0.352941,0.35
partial_s1_e4_react,b840daf0-a3b9-4324-a06f-03c6b44595f4,1.0,0.96,,1.0,1.0,0.8,1.0,4,0,1.0,1.0,1.0,0.96
partial_s1_e4_react,b6014609-5bd3-4f6a-8f09-1df7d9477c98,1.0,0.0,parse_error,1.0,1.0,0.6,1.0,3,0,1.0,1.0,1.0,0.0
partial_s1_e4_react,6dc00645-b34d-4f6b-a00e-046b14a8ece5,1.0,0.9,,1.0,1.0,0.5,1.0,1,0,1.0,1.0,1.0,0.9
partial_s1_e4_react,ea0f56e1-0e5e-4962-8345-e2f8bfb14a11,1.0,0.983333,,1.0,1.0,1.0,1.0,3,0,1.0,1.0,1.0,0.983333
partial_s1_e4_react,94b00673-ac30-441e-88e9-ba5af54775cf,1.0,0.861111,,1.0,1.0,0.1111,1.0,1,0,1.0,1.0,1.0,0.861111
partial_s1_e4_react,b17fe079-7816-4882-98fd-ba692caae2e3,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.2,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,c812a0cf-f9a2-4f51-b1e2-1a9ee3652371,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.1111,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,a7230128-5fc9-40f5-aad5-c48ad6f08344,1.0,0.916667,,1.0,1.0,0.6667,1.0,2,0,1.0,1.0,1.0,0.916667
partial_s1_e4_react,55382914-ba99-4d09-be43-e55b78d0fcfb,0.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,b8b0bea3-dbaa-4984-8700-464b565be3e3,1.0,0.942857,,1.0,1.0,0.7143,1.0,5,0,1.0,1.0,1.0,0.942857
partial_s1_e4_react,ed8bfd25-69ed-4d52-8e62-438e8258f812,1.0,1.0,,1.0,1.0,1.0,1.0,2,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,fa47c82a-60bf-4ff0-bcf7-d7b41fe795c4,0.0,0.201944,,0.0,0.8333,0.2778,0.0,5,0,0.0,0.222222,0.196078,0.201944
partial_s1_e4_react,4d33db8d-ece7-4fae-b3e1-120ec9ac094a,1.0,0.905556,,1.0,1.0,0.4444,1.0,4,0,1.0,1.0,1.0,0.905556
partial_s1_e4_react,41b60c1c-6d88-4a34-9242-2aacf2837738,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,c35dfbfd-76ae-45d3-a7b2-7a46c10936df,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.8,1.0,4,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,8b194997-99a3-4176-8f36-abe57c9bdef0,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.5,1.0,3,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,c08c087c-2254-4d3e-81e7-9771a0a14c86,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.125,1.0,1,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,88659452-fa94-4511-b6c2-f44d1d792cfe,1.0,1.0,,1.0,1.0,1.0,1.0,4,0,1.0,1.0,1.0,1.0
partial_s1_e4_react,9084de0a-6c60-4f3c-878c-d983270e1e36,1.0,0.925,,1.0,1.0,0.75,1.0,3,0,1.0,1.0,1.0,0.925
partial_s1_e4_react,87ae9647-7f06-45d3-9d93-d9ca6a528768,0.0,0.0,parse_error,0.0,1.0,0.2222,1.0,2,0,0.0,0.266667,0.352941,0.0
partial_s1_e4_react,b4b67368-bc84-44a6-bb45-f582c3eadfa8,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.6667,1.0,2,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,c055b4f9-9003-4105-a477-fbac2ec4c8aa,0.0,0.2125,,0.0,0.5,0.125,1.0,1,0,0.0,0.133333,0.235294,0.2125
partial_s1_e4_react,d15de72b-e688-459e-bf1d-fc9c79c5aab0,1.0,0.916667,,1.0,1.0,0.6667,1.0,4,0,1.0,1.0,1.0,0.916667
partial_s1_e4_react,7018bd43-df5c-4d95-a4c1-3120cee10172,0.0,0.25,too_few_calls_wrong_answer,0.0,1.0,0.3333,1.0,4,0,0.0,0.266667,0.352941,0.25
partial_s1_e4_react,123ce206-69a4-4901-93c1-ec1089eb8660,1.0,0.925,,1.0,1.0,0.6667,1.0,4,0,1.0,1.0,1.0,0.925
partial_s1_e4_react,7a8717da-4b2a-4cc4-86a8-c03bfeab7c6c,0.0,0.0,parse_error,0.0,1.0,0.6,1.0,3,0,0.0,0.266667,0.352941,0.0
partial_s1_e4_react,7da46475-4741-4505-8ed2-176a39147807,1.0,0.868182,,1.0,1.0,0.1818,1.0,2,0,1.0,1.0,1.0,0.868182
partial_s1_e4_react,90833d9c-8ace-4e01-be65-b92f432670de,0.0,0.0,no_tool_call,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.117647,0.0
partial_s1_e4_react,b174255f-9249-4dc5-a214-1bfed5112330,1.0,0.9,,1.0,1.0,0.5,1.0,3,0,1.0,1.0,1.0,0.9
partial_s1_e4_react,31f07d8f-242f-4bae-b93d-47dab6a7f7f3,1.0,0.9,,1.0,1.0,0.3333,1.0,1,0,1.0,1.0,1.0,0.9
